"gene","start","end"
"PF3D7_1003500",159811,163428
"PF3D7_1003600",164213,166726
"PF3D7_1003700",166171,171640
"PF3D7_1003800",171827,177146
"PF3D7_1003900",177921,178870
"PF3D7_1004000",179019,180699
"PF3D7_1004100",182244,187100
"PF3D7_1004200",187192,196990
"PF3D7_1004300",198954,204653
"PF3D7_1004400",206616,210233
"PF3D7_1004500",211256,215179
"PF3D7_1004600",215344,219759
"PF3D7_1004700",219826,221789
"PF3D7_1004800",221826,223568
"PF3D7_1004900",224040,225383
"PF3D7_1005000",225274,228144
"PF3D7_1005100",228405,232553
"PF3D7_1005200",232315,233024
"PF3D7_1005300",233285,234473
"PF3D7_1005400",234795,235745
"PF3D7_1005500",236121,242888
"PF3D7_1005600",243559,247064
"PF3D7_1005700",247095,250492
"PF3D7_1005800",250971,252615
"PF3D7_1005900",253544,255931
"PF3D7_1006000",255990,258116
"PF3D7_1006100",258913,261461
"PF3D7_1006200",261496,263974
"PF3D7_1006300",265750,266836
"PF3D7_1006400",266941,269894
"PF3D7_1006500",270312,272018
"PF3D7_1006600",272223,273497
"PF3D7_1006700",273590,275557
"PF3D7_1006800",276414,280198
"PF3D7_1006900",281002,283515
"PF3D7_1007000",283801,286957
"PF3D7_1007100",286522,287473
"PF3D7_1007200",287506,291608
"PF3D7_1007300",292725,296323
"PF3D7_1007400",296332,298001
"PF3D7_1007500",298184,298889
"PF3D7_1007600",298895,300912
"PF3D7_1007700",300187,306443
"PF3D7_1007800",310582,314699
"PF3D7_1007900",315678,318941
"PF3D7_1008000",320042,328566
"PF3D7_1008100",329517,343662
"PF3D7_1008200",343267,344912
"PF3D7_1008300",346407,346514
"PF3D7_1008400",346376,349197
"PF3D7_1008500",349785,355986
"PF3D7_1008600",357345,358463
"PF3D7_1008700",359585,364762
"PF3D7_1008800",365276,368387
"PF3D7_1008900",368805,370636
"PF3D7_1009000",370903,372283
"PF3D7_1009100",372519,374072
"PF3D7_1009200",374378,377772
"PF3D7_1009300",377760,379943
"PF3D7_1009400",381136,382816
"PF3D7_1009500",382660,385664
"PF3D7_1009600",386757,388733
"PF3D7_1009700",388599,393165
"PF3D7_1009800",393189,398429
"PF3D7_1009900",399176,402012
"PF3D7_1010000",401525,402978
"PF3D7_1010100",403619,404723
"PF3D7_1010200",404903,411445
"PF3D7_1010300",412469,415659
"PF3D7_1010400",415404,417471
"PF3D7_1010500",417705,419318
"PF3D7_1010600",419366,422371
"PF3D7_1010700",422698,424573
"PF3D7_1010800",424586,426140
"PF3D7_1010900",426423,428531
"PF3D7_1011000",428682,430858
"PF3D7_1011100",432120,436309
"PF3D7_1011200",436924,437944
"PF3D7_1011300",438247,440791
"PF3D7_1011400",440646,442154
"PF3D7_1011500",442910,444911
"PF3D7_1011600",445004,447552
"PF3D7_1011700",448601,451031
"PF3D7_1011800",452765,459985
"PF3D7_1011900",460036,462335
"PF3D7_1012000",462633,467542
"PF3D7_1012100",467551,470056
"PF3D7_1012200",470483,472274
"PF3D7_1012300",472319,474109
"PF3D7_1012400",474731,477029
"PF3D7_1012500",477806,481170
"PF3D7_1012600",481939,484906
"PF3D7_1012700",485372,491888
"PF3D7_1012800",492014,496309
"PF3D7_1012900",495293,499172
"PF3D7_1013000",499604,502530
"PF3D7_1013100",502323,508664
"PF3D7_1013200",509224,515598
"PF3D7_1013300",515235,518137
"PF3D7_1013400",518542,522542
"PF3D7_1013500",526794,531607
"PF3D7_1013600",532203,540273
"PF3D7_1013700",540590,541993
"PF3D7_1013800",542175,545149
"PF3D7_1013900",545670,549791
"PF3D7_1014000",550352,553031
"PF3D7_1014100",554233,560227
"PF3D7_1014200",560538,563353
"PF3D7_1014300",564313,573464
"PF3D7_1014400",573536,576191
"PF3D7_1014500",576227,580845
"PF3D7_1014600",580588,591074
"PF3D7_1014700",594862,596440
"PF3D7_1014800",596497,600413
"PF3D7_1014900",600950,608809
"PF3D7_1015000",610620,612631
"PF3D7_1015100",612249,614317
"PF3D7_1015200",614363,618032
"PF3D7_1015300",617544,620659
"PF3D7_1015400",620802,623974
"PF3D7_1015500",623873,626190
"PF3D7_1015600",626211,629040
"PF3D7_1015700",629909,632135
"PF3D7_1015800",632488,635500
"PF3D7_1015900",636671,639498
"PF3D7_1016000",640507,643699
"PF3D7_1016100",643558,644331
"PF3D7_1016200",645557,647959
"PF3D7_1016300",648012,654565
"PF3D7_1016400",656455,659983
"PF3D7_1016500",660965,664407
"PF3D7_1016600",665222,667054
"PF3D7_1016700",668764,673661
"PF3D7_1016800",674416,678495
"PF3D7_1016900",680750,683255
"PF3D7_1017000",684798,689366
"PF3D7_1017100",689308,692024
"PF3D7_1017200",692426,694218
"PF3D7_1017300",694276,696787
"PF3D7_1017400",697137,700274
"PF3D7_1017500",701258,703707
"PF3D7_1017600",704574,708773
"PF3D7_1017700",708922,711037
"PF3D7_1017800",710430,714997
"PF3D7_1017900",715264,718031
"PF3D7_1018000",718371,720178
"PF3D7_1018100",720551,721399
"PF3D7_1018200",721351,728431
"PF3D7_1018300",729698,733223
"PF3D7_1018400",734360,735786
"PF3D7_1018500",735567,737313
"PF3D7_1018600",737590,745840
"PF3D7_1018700",744974,749556
"PF3D7_1018800",749573,753145
"PF3D7_1018900",752748,755185
"PF3D7_1019000",756646,765280
"PF3D7_1019100",765846,772310
"PF3D7_1019200",773531,774490
"PF3D7_1019300",774610,783466
"PF3D7_1019400",785374,787414
"PF3D7_1019500",787427,795435
"PF3D7_1019600",795758,800122
"PF3D7_1019700",800211,803696
"PF3D7_1019800",804328,807582
"PF3D7_1019900",808483,810465
"PF3D7_1020000",810485,813996
"PF3D7_1020100",813999,815283
"PF3D7_1020200",816038,818991
"PF3D7_1020300",819637,822447
"PF3D7_1020400",822220,824901
"PF3D7_1020500",825330,826971
"PF3D7_1020600",827488,834798
"PF3D7_1020700",834833,840001
"PF3D7_1020800",840010,843472
"PF3D7_1020900",844628,847550
"PF3D7_1021000",848471,850485
"PF3D7_1021100",850616,856824
"PF3D7_1021200",857492,859989
"PF3D7_1021300",860822,863146
"PF3D7_1021400",863425,867311
"PF3D7_1021500",867337,870148
"PF3D7_1021600",870416,873015
"PF3D7_1021700",872294,895304
"PF3D7_1021800",895818,903665
"PF3D7_1021900",904858,914036
"PF3D7_1022000",918062,925141
"PF3D7_1022100",925036,926519
"PF3D7_1022200",926542,929405
"PF3D7_1022300",931776,934833
"PF3D7_1022400",939330,942546
"PF3D7_1022500",943794,946858
"PF3D7_1022600",948397,952528
"PF3D7_1022700",951189,953537
"PF3D7_1022800",955084,958629
"PF3D7_1022900",958464,960482
"PF3D7_1023000",960653,962723
"PF3D7_1023100",963497,980560
"PF3D7_1023200",981920,983627
"PF3D7_1023300",983518,985785
"PF3D7_1023400",984452,987300
"PF3D7_1023500",986993,987310
"PF3D7_1023600",987358,990148
"PF3D7_1023700",991147,993420
"PF3D7_1023800",994299,997092
"PF3D7_1023900",996807,1010012
"PF3D7_1024000",1014459,1016982
"PF3D7_1024100",1016823,1020866
"PF3D7_1024200",1020895,1022060
"PF3D7_1024300",1022202,1023132
"PF3D7_1024400",1023189,1025165
"PF3D7_1024500",1025576,1027071
"PF3D7_1024600",1026920,1029574
"PF3D7_1024700",1029659,1031835
"PF3D7_1024800",1032432,1040157
"PF3D7_1024900",1039937,1045239
"PF3D7_1025000",1045271,1051309
"PF3D7_1025100",1051357,1055540
"PF3D7_1025200",1055678,1057237
"PF3D7_1025300",1057640,1060718
"PF3D7_1025400",1060944,1067485
"PF3D7_1025500",1067652,1086992
"PF3D7_1025600",1087985,1088417
"PF3D7_1025700",1088931,1089909
"PF3D7_1025800",1089527,1090903
"PF3D7_1025900",1090935,1098006
"PF3D7_1026000",1098008,1100175
"PF3D7_1026100",1101024,1103427
"PF3D7_1026200",1103231,1105245
"PF3D7_1026300",1105482,1109722
"PF3D7_1026400",1109794,1111976
"PF3D7_1026500",1112098,1113190
"PF3D7_1026600",1113232,1119224
"PF3D7_1026800",1121930,1124959
"PF3D7_1026900",1125283,1126167
"PF3D7_1027000",1126277,1132406
"PF3D7_1027100",1133359,1136667
"PF3D7_1027200",1136887,1140020
"PF3D7_1027300",1139669,1144013
"PF3D7_1027400",1145400,1147484
"PF3D7_1027500",1147866,1148213
"PF3D7_1027600",1148267,1150490
"PF3D7_1027700",1150507,1152207
"PF3D7_1027800",1153081,1155488
"PF3D7_1027900",1156648,1158980
"PF3D7_1028000",1159580,1163736
"PF3D7_1028100",1163786,1165615
"PF3D7_1028200",1165685,1167543
"PF3D7_1028300",1167709,1169301
"PF3D7_1028400",1169547,1171684
"PF3D7_1028500",1171988,1175373
"PF3D7_1028600",1176028,1177887
"PF3D7_1028700",1179469,1183381
"PF3D7_1028800",1183033,1184346
"PF3D7_1028900",1184559,1186461
"PF3D7_1029000",1187503,1189589
"PF3D7_1029100",1189990,1195098
"PF3D7_1029200",1195142,1197783
"PF3D7_1029300",1197379,1200268
"PF3D7_1029400",1200735,1203235
"PF3D7_1029500",1204346,1204762
"PF3D7_1029600",1204815,1207912
"PF3D7_1029700",1208198,1210914
"PF3D7_1029800",1211524,1213888
"PF3D7_1029900",1216830,1222661
"PF3D7_1030000",1223136,1224517
"PF3D7_1030100",1223717,1229643
"PF3D7_1030200",1229987,1233020
"PF3D7_1030300",1233044,1238180
"PF3D7_1030400",1241767,1242977
"PF3D7_1030500",1243547,1245815
"PF3D7_1030600",1245421,1247811
"PF3D7_1030700",1248115,1249462
"PF3D7_1030800",1249480,1250925
"PF3D7_1030900",1251151,1251807
"PF3D7_1031000",1253373,1254412
"PF3D7_1031100",1254553,1256102
"PF3D7_1031200",1256560,1258903
"PF3D7_1031300",1259098,1263892
"PF3D7_1031400",1263906,1269524
"PF3D7_1031500",1269537,1274166
"PF3D7_1031600",1274939,1280545
"PF3D7_1031700",1280547,1282279
"PF3D7_1031800",1282058,1284276
"PF3D7_1031900",1284588,1287287
"PF3D7_1032000",1287320,1290508
"PF3D7_1032100",1292394,1298406
"PF3D7_1032200",1298327,1299141
"PF3D7_1032300",1299692,1302667
"PF3D7_1032400",1302298,1305315
"PF3D7_1032500",1305485,1308052
"PF3D7_1032600",1308244,1310077
"PF3D7_1032700",1310085,1313049
"PF3D7_1032800",1313214,1315135
"PF3D7_1032900",1315145,1321148
"PF3D7_1033000",1321359,1323742
"PF3D7_1033100",1323813,1331955
"PF3D7_1033200",1333997,1336551
"PF3D7_1033300",1337559,1339195
"PF3D7_1033400",1339140,1341120
"PF3D7_1033500",1341631,1344010
"PF3D7_1033600",1344081,1347509
"PF3D7_1033700",1347681,1350687
"PF3D7_1033800",1351197,1353284
"PF3D7_1033900",1354427,1357118
"PF3D7_1034000",1359257,1361309
"PF3D7_1034100",1362149,1363069
"PF3D7_1034200",1363474,1364118
"PF3D7_1034300",1365099,1366691
"PF3D7_1034400",1366770,1369652
"PF3D7_1034500",1369717,1376708
"PF3D7_1034600",1376452,1377978
"PF3D7_1034700",1378257,1379876
"PF3D7_1034800",1379950,1382660
"PF3D7_1034900",1383164,1386554
"PF3D7_1035000",1386295,1390034
"PF3D7_1035100",1391390,1393405
"PF3D7_1035200",1393856,1397323
"PF3D7_1035300",1398801,1403741
"PF3D7_1035400",1403807,1406234
"PF3D7_1035500",1406658,1409053
"PF3D7_1035600",1409095,1410806
"PF3D7_1035700",1412641,1416363
"PF3D7_1035800",1419703,1423290
"PF3D7_1035900",1423666,1425959
"PF3D7_1036000",1426843,1429332
"PF3D7_1036300",1432498,1434786
"PF3D7_1036400",1436316,1439804
"PF3D7_1036500",1440686,1443875
"PF3D7_1036600",1444154,1446062
"PF3D7_1036700",1445542,1447915
"PF3D7_1036800",1447919,1451772
"PF3D7_1036900",1452558,1460998
"PF3D7_1037000",1461927,1469867
"PF3D7_1037100",1469672,1472655
"PF3D7_1037200",1473514,1476860
"PF3D7_1037300",1476917,1480703
"PF3D7_1037400",1481557,1486315
"PF3D7_1037500",1487741,1490305
"PF3D7_1037600",1490767,1494398
"PF3D7_1037700",1495330,1496999
"PF3D7_1037800",1497096,1502155
"PF3D7_1037900",1502362,1504802
"PF3D7_1038000",1504966,1507544
"PF3D7_1038100",1507084,1510762
"PF3D7_1038200",1511160,1512081
"PF3D7_1038300",1512190,1514416
"PF3D7_1038400",1518290,1548390
"PF3D7_1038500",1547991,1550117
"PF3D7_1038600",1551088,1553687
"PF3D7_1038700",1553957,1555870
"PF3D7_1038800",1556587,1561332
"PF3D7_1038900",1561978,1564670
"PF3D7_1039000",1567784,1572695
"PF3D7_1039100",1574060,1575948
"PF3D7_1039200",1576441,1576991
"PF3D7_1039400",1587152,1588498
"PF3D7_1039600",1590146,1590973
"PF3D7_1039700",1591578,1592367
"PF3D7_1039800",1594503,1595277
"PF3D7_1039900",1596487,1597605
"PF3D7_1101500",80306,81424
"PF3D7_1101600",82633,83415
"PF3D7_1101700",85629,86418
"PF3D7_1101800",87041,87889
"PF3D7_1101900",90446,90874
"PF3D7_1102100",104300,104852
"PF3D7_1102200",105357,107235
"PF3D7_1102300",109829,111884
"PF3D7_1102400",114236,118021
"PF3D7_1102500",118504,122768
"PF3D7_1102600",123216,124749
"PF3D7_1102700",127762,130186
"PF3D7_1102800",129265,132824
"PF3D7_1102900",136578,137625
"PF3D7_1103000",138646,139034
"PF3D7_1103100",139700,141251
"PF3D7_1103200",143353,143425
"PF3D7_1103300",144841,144939
"PF3D7_1103400",145836,151037
"PF3D7_1103500",151196,154519
"PF3D7_1103600",156062,158420
"PF3D7_1103700",159527,161502
"PF3D7_1103800",162259,174387
"PF3D7_1103900",175047,175501
"PF3D7_1104000",175085,178257
"PF3D7_1104100",178821,181341
"PF3D7_1104200",182007,187692
"PF3D7_1104300",190492,195121
"PF3D7_1104400",196227,198859
"PF3D7_1104500",199103,201037
"PF3D7_1104600",202330,204261
"PF3D7_1104700",204272,205928
"PF3D7_1104800",206335,210051
"PF3D7_1104900",212772,220288
"PF3D7_1105000",219926,223878
"PF3D7_1105100",225227,226943
"PF3D7_1105200",228159,231014
"PF3D7_1105300",231469,234881
"PF3D7_1105400",235266,238856
"PF3D7_1105500",239262,241179
"PF3D7_1105600",240616,245317
"PF3D7_1105700",246768,249431
"PF3D7_1105800",250276,253352
"PF3D7_1105900",254523,254921
"PF3D7_1106000",255011,257735
"PF3D7_1106100",258508,259998
"PF3D7_1106200",260554,263407
"PF3D7_1106300",262911,266839
"PF3D7_1106400",267237,268354
"PF3D7_1106500",268176,274697
"PF3D7_1106600",275163,279995
"PF3D7_1106700",279803,283029
"PF3D7_1106800",283337,289495
"PF3D7_1106900",289667,290290
"PF3D7_1107000",290954,292740
"PF3D7_1107100",293534,297356
"PF3D7_1107200",297359,301207
"PF3D7_1107300",300943,316691
"PF3D7_1107400",317615,319552
"PF3D7_1107500",319592,321540
"PF3D7_1107600",321886,325323
"PF3D7_1107700",326603,329176
"PF3D7_1107800",328877,336810
"PF3D7_1107900",343913,349351
"PF3D7_1108000",351860,354337
"PF3D7_1108100",355724,360711
"PF3D7_1108200",360881,362238
"PF3D7_1108300",362243,363831
"PF3D7_1108400",363945,366461
"PF3D7_1108500",366977,369608
"PF3D7_1108600",369068,371707
"PF3D7_1108700",372099,376865
"PF3D7_1108800",377740,378396
"PF3D7_1108900",378740,380796
"PF3D7_1109000",381154,381259
"PF3D7_1109100",382557,387277
"PF3D7_1109200",387748,389620
"PF3D7_1109300",390441,390508
"PF3D7_1109400",390047,394326
"PF3D7_1109500",391061,391145
"PF3D7_1109600",391758,391840
"PF3D7_1109700",392510,392712
"PF3D7_1109800",395252,395336
"PF3D7_1109900",396205,398339
"PF3D7_1110000",398442,399490
"PF3D7_1110100",400063,403317
"PF3D7_1110200",405087,410073
"PF3D7_1110300",409782,412622
"PF3D7_1110400",412246,420738
"PF3D7_1110500",421374,425853
"PF3D7_1110600",425857,427801
"PF3D7_1110700",427896,430361
"PF3D7_1110800",429897,431828
"PF3D7_1110900",431833,434308
"PF3D7_1111000",434474,436923
"PF3D7_1111100",436628,438959
"PF3D7_1111200",439250,441856
"PF3D7_1111300",442112,444385
"PF3D7_1111400",444782,445807
"PF3D7_1111500",445809,446947
"PF3D7_1111600",448912,451698
"PF3D7_1111700",451922,455003
"PF3D7_1111800",455313,457030
"PF3D7_1111900",457356,459438
"PF3D7_1112000",459454,461568
"PF3D7_1112100",461766,469974
"PF3D7_1112200",470541,471608
"PF3D7_1112300",471687,474753
"PF3D7_1112400",475347,476522
"PF3D7_1112500",476989,478637
"PF3D7_1112600",478651,481414
"PF3D7_1112700",481830,485831
"PF3D7_1112800",486329,487666
"PF3D7_1112900",487814,490238
"PF3D7_1113000",491069,510781
"PF3D7_1113100",510703,516323
"PF3D7_1113200",516403,518420
"PF3D7_1113300",518688,520690
"PF3D7_1113400",521020,522963
"PF3D7_1113500",523510,526869
"PF3D7_1113600",526884,529092
"PF3D7_1113700",529103,530687
"PF3D7_1113800",530740,533858
"PF3D7_1113900",534973,536499
"PF3D7_1114000",537647,538297
"PF3D7_1114100",539792,542025
"PF3D7_1114200",542108,546077
"PF3D7_1114300",546632,546979
"PF3D7_1114400",547383,549296
"PF3D7_1114500",549849,551943
"PF3D7_1114600",552259,553266
"PF3D7_1114700",553917,559114
"PF3D7_1114800",558924,561433
"PF3D7_1114900",561660,569505
"PF3D7_1115000",569509,570889
"PF3D7_1115100",570914,573409
"PF3D7_1115200",574690,580622
"PF3D7_1115300",580697,583509
"PF3D7_1115400",583893,586325
"PF3D7_1115500",586991,589755
"PF3D7_1115600",589237,591038
"PF3D7_1115700",591136,594805
"PF3D7_1115800",595116,598541
"PF3D7_1115900",598674,602767
"PF3D7_1116000",602440,607471
"PF3D7_1116100",607683,615009
"PF3D7_1116200",615730,617191
"PF3D7_1116300",617528,620150
"PF3D7_1116400",619245,622345
"PF3D7_1116500",622544,626072
"PF3D7_1116600",626070,629940
"PF3D7_1116700",630359,634006
"PF3D7_1116800",635806,641374
"PF3D7_1116900",644100,645537
"PF3D7_1117000",646922,651343
"PF3D7_1117100",652399,654424
"PF3D7_1117200",654762,660420
"PF3D7_1117300",661949,662633
"PF3D7_1117400",663535,665778
"PF3D7_1117500",666027,667977
"PF3D7_1117600",668095,670115
"PF3D7_1117700",670173,673050
"PF3D7_1117800",673771,677584
"PF3D7_1117900",677741,683573
"PF3D7_1118000",683845,685616
"PF3D7_1118100",686272,688530
"PF3D7_1118200",688128,692106
"PF3D7_1118300",693215,699458
"PF3D7_1118400",699508,702063
"PF3D7_1118500",702276,705399
"PF3D7_1118600",704987,707585
"PF3D7_1118700",707860,713551
"PF3D7_1118800",714095,716553
"PF3D7_1118900",716730,718412
"PF3D7_1119000",718042,720478
"PF3D7_1119100",720555,722354
"PF3D7_1119200",722046,723551
"PF3D7_1119300",724087,725951
"PF3D7_1119400",726905,735137
"PF3D7_1119500",736057,737776
"PF3D7_1119600",738041,742201
"PF3D7_1119700",743663,746472
"PF3D7_1119800",746560,747902
"PF3D7_1119900",748255,755195
"PF3D7_1120000",755951,760604
"PF3D7_1120100",760859,763812
"PF3D7_1120200",764390,766081
"PF3D7_1120300",766084,768879
"PF3D7_1120400",768725,771841
"PF3D7_1120500",771490,775327
"PF3D7_1120600",775233,783909
"PF3D7_1120700",783924,789129
"PF3D7_1120800",789560,790262
"PF3D7_1120900",790267,791082
"PF3D7_1121000",792188,794151
"PF3D7_1121100",793500,800524
"PF3D7_1121200",800552,801465
"PF3D7_1121300",801809,808198
"PF3D7_1121400",810210,812290
"PF3D7_1121500",812583,814130
"PF3D7_1121600",814343,818094
"PF3D7_1121700",818268,822945
"PF3D7_1121800",823239,829313
"PF3D7_1121900",835823,837872
"PF3D7_1122000",837912,840125
"PF3D7_1122100",840282,842499
"PF3D7_1122200",842501,845743
"PF3D7_1122300",846929,848014
"PF3D7_1122400",848748,852976
"PF3D7_1122500",852985,859371
"PF3D7_1122600",859451,868220
"PF3D7_1122700",868275,869789
"PF3D7_1122800",871050,877707
"PF3D7_1122900",878969,895273
"PF3D7_1123000",895885,906868
"PF3D7_1123100",909056,916804
"PF3D7_1123200",917394,921163
"PF3D7_1123300",921384,924526
"PF3D7_1123400",924653,927965
"PF3D7_1123500",928601,933649
"PF3D7_1123600",934715,938597
"PF3D7_1123700",938756,940010
"PF3D7_1123800",940025,944624
"PF3D7_1123900",944850,946524
"PF3D7_1124000",947614,951244
"PF3D7_1124100",950693,956865
"PF3D7_1124200",956931,959950
"PF3D7_1124300",961072,964480
"PF3D7_1124400",964315,965485
"PF3D7_1124500",966719,969467
"PF3D7_1124600",968959,973122
"PF3D7_1124700",973924,976068
"PF3D7_1124800",976196,977963
"PF3D7_1124900",980411,983385
"PF3D7_1125000",983393,985829
"PF3D7_1125100",986112,988218
"PF3D7_1125200",988330,991296
"PF3D7_1125300",991682,996497
"PF3D7_1125400",996776,1000180
"PF3D7_1125500",1000521,1001954
"PF3D7_1125600",1001988,1003900
"PF3D7_1125700",1004021,1007682
"PF3D7_1125800",1007693,1011537
"PF3D7_1125900",1012393,1014252
"PF3D7_1126000",1013901,1017911
"PF3D7_1126100",1018358,1022935
"PF3D7_1126200",1023770,1025989
"PF3D7_1126300",1026914,1029706
"PF3D7_1126400",1030509,1031799
"PF3D7_1126500",1032312,1037531
"PF3D7_1126600",1037626,1040420
"PF3D7_1126700",1040447,1048468
"PF3D7_1126800",1049176,1052926
"PF3D7_1126900",1052969,1054388
"PF3D7_1127000",1055701,1058777
"PF3D7_1127100",1059925,1061367
"PF3D7_1127200",1062718,1063072
"PF3D7_1127300",1063077,1064882
"PF3D7_1127400",1064993,1067053
"PF3D7_1127500",1067055,1071027
"PF3D7_1127600",1071718,1074209
"PF3D7_1127700",1074626,1076405
"PF3D7_1127800",1076956,1082092
"PF3D7_1127900",1083321,1086048
"PF3D7_1128000",1086660,1093283
"PF3D7_1128100",1094357,1096486
"PF3D7_1128200",1096720,1097745
"PF3D7_1128300",1097880,1103771
"PF3D7_1128400",1104154,1107028
"PF3D7_1128500",1107772,1110152
"PF3D7_1128600",1110057,1112485
"PF3D7_1128700",1112700,1115761
"PF3D7_1128900",1117049,1120693
"PF3D7_1129000",1120716,1123490
"PF3D7_1129100",1124682,1128048
"PF3D7_1129200",1128223,1131206
"PF3D7_1129300",1131284,1137072
"PF3D7_1129400",1137082,1140631
"PF3D7_1129500",1141454,1144631
"PF3D7_1129600",1144744,1148981
"PF3D7_1129700",1148926,1151585
"PF3D7_1129800",1151788,1154689
"PF3D7_1129850",1153569,1154261
"PF3D7_1129900",1155616,1158343
"PF3D7_1130000",1158440,1162440
"PF3D7_1130100",1162731,1164039
"PF3D7_1130200",1163768,1167334
"PF3D7_1130300",1166588,1166687
"PF3D7_1130310",1166812,1166914
"PF3D7_1130400",1168333,1171161
"PF3D7_1130500",1171260,1176260
"PF3D7_1130600",1176282,1180695
"PF3D7_1130700",1179639,1185871
"PF3D7_1130800",1187604,1189562
"PF3D7_1130900",1190118,1194394
"PF3D7_1131000",1193687,1195036
"PF3D7_1131100",1195469,1198419
"PF3D7_1131200",1199053,1202149
"PF3D7_1131300",1201675,1204113
"PF3D7_1131400",1204242,1210151
"PF3D7_1131500",1210686,1211456
"PF3D7_1131600",1216521,1224812
"PF3D7_1131700",1225688,1226474
"PF3D7_1131800",1226559,1233099
"PF3D7_1131900",1234061,1236391
"PF3D7_1132000",1239829,1242921
"PF3D7_1132100",1243226,1246618
"PF3D7_1132200",1248292,1251089
"PF3D7_1132300",1251966,1253902
"PF3D7_1132400",1254662,1260426
"PF3D7_1132500",1261759,1266078
"PF3D7_1132600",1265900,1267995
"PF3D7_1132700",1268410,1270016
"PF3D7_1132800",1270935,1273096
"PF3D7_1132900",1273208,1275484
"PF3D7_1133000",1275535,1276542
"PF3D7_1133100",1276697,1281158
"PF3D7_1133200",1280823,1288093
"PF3D7_1133300",1289824,1292127
"PF3D7_1133400",1292966,1296696
"PF3D7_1133500",1296801,1298199
"PF3D7_1133600",1298301,1300611
"PF3D7_1133700",1301308,1307797
"PF3D7_1133800",1308312,1312020
"PF3D7_1133900",1312734,1317676
"PF3D7_1134000",1318721,1322792
"PF3D7_1134100",1322407,1325617
"PF3D7_1134200",1326228,1332808
"PF3D7_1134300",1333076,1340271
"PF3D7_1134400",1340325,1342250
"PF3D7_1134500",1343384,1349822
"PF3D7_1134600",1350158,1358171
"PF3D7_1134700",1358907,1364530
"PF3D7_1134800",1367023,1368903
"PF3D7_1134900",1369619,1371667
"PF3D7_1135000",1371743,1374175
"PF3D7_1135100",1374293,1377710
"PF3D7_1135200",1378345,1379848
"PF3D7_1135300",1380567,1382594
"PF3D7_1135400",1384340,1385924
"PF3D7_1135500",1387091,1388909
"PF3D7_1135600",1389211,1396929
"PF3D7_1135700",1396148,1397044
"PF3D7_1135800",1397248,1398391
"PF3D7_1135900",1398462,1401319
"PF3D7_1136000",1403727,1414748
"PF3D7_1136100",1415406,1417214
"PF3D7_1136200",1417279,1420432
"PF3D7_1136300",1421786,1426832
"PF3D7_1136400",1426876,1431677
"PF3D7_1136500",1431881,1435170
"PF3D7_1136600",1440742,1445784
"PF3D7_1136700",1446063,1449550
"PF3D7_1136800",1449075,1453801
"PF3D7_1136900",1455197,1460871
"PF3D7_1137000",1461301,1461498
"PF3D7_1137100",1461487,1463111
"PF3D7_1137200",1463149,1465573
"PF3D7_1137300",1465889,1469381
"PF3D7_1137400",1470103,1472480
"PF3D7_1137500",1472839,1474438
"PF3D7_1137600",1474667,1476838
"PF3D7_1137700",1477643,1479850
"PF3D7_1137800",1480900,1481526
"PF3D7_1137900",1483375,1485858
"PF3D7_1138000",1486652,1496398
"PF3D7_1138100",1496635,1498092
"PF3D7_1138200",1498115,1499068
"PF3D7_1138300",1498612,1499571
"PF3D7_1138350",1499574,1500253
"PF3D7_1138400",1500670,1514612
"PF3D7_1138500",1517580,1521643
"PF3D7_1138600",1521810,1524748
"PF3D7_1138700",1525654,1532527
"PF3D7_1138800",1532674,1540545
"PF3D7_1138900",1540804,1544163
"PF3D7_1139100",1545416,1553962
"PF3D7_1139200",1553848,1555709
"PF3D7_1139300",1556447,1565469
"PF3D7_1139400",1569604,1573189
"PF3D7_1139500",1576132,1578978
"PF3D7_1139600",1580594,1582483
"PF3D7_1139700",1582539,1585322
"PF3D7_1139800",1585329,1592079
"PF3D7_1139900",1593266,1595319
"PF3D7_1140000",1595767,1597718
"PF3D7_1140100",1597769,1600089
"PF3D7_1140200",1600448,1603560
"PF3D7_1140300",1604250,1607491
"PF3D7_1140400",1607519,1608723
"PF3D7_1140500",1610100,1615809
"PF3D7_1140600",1615976,1622355
"PF3D7_1140700",1622360,1632547
"PF3D7_1140800",1633071,1636567
"PF3D7_1140900",1636768,1643539
"PF3D7_1141000",1644911,1647382
"PF3D7_1141100",1649321,1657012
"PF3D7_1141200",1657118,1658339
"PF3D7_1141300",1658390,1663036
"PF3D7_1141400",1663373,1665749
"PF3D7_1141500",1665761,1668162
"PF3D7_1141600",1668302,1669090
"PF3D7_1141700",1669907,1671894
"PF3D7_1141800",1672402,1675566
"PF3D7_1141900",1676182,1677783
"PF3D7_1142000",1678820,1681377
"PF3D7_1142100",1681435,1692161
"PF3D7_1142200",1692791,1694345
"PF3D7_1142300",1694889,1701865
"PF3D7_1142400",1701397,1703791
"PF3D7_1142500",1705435,1706918
"PF3D7_1142600",1707861,1709391
"PF3D7_1142700",1709869,1712608
"PF3D7_1142800",1713070,1714304
"PF3D7_1142900",1714779,1717145
"PF3D7_1143000",1717415,1718905
"PF3D7_1143100",1718938,1725224
"PF3D7_1143200",1728890,1731885
"PF3D7_1143300",1731176,1734347
"PF3D7_1143400",1733903,1736776
"PF3D7_1143500",1736787,1740230
"PF3D7_1143600",1740858,1742152
"PF3D7_1143700",1742517,1746755
